"","reporterDesc","partnerDesc","primaryValue","flowCode"
"607","Azerbaijan","Japan",409059012,"M"
"608","Azerbaijan","Kazakhstan",337268177,"M"
"609","Azerbaijan","Jordan",5659090,"M"
"610","Azerbaijan","Kenya",3114560,"M"
"611","Azerbaijan","Rep. of Korea",384788112,"M"
"612","Azerbaijan","Kuwait",1233,"M"
"613","Azerbaijan","Kyrgyzstan",10401010,"M"
"614","Azerbaijan","Lao People's Dem. Rep.",234006,"M"
"615","Azerbaijan","Lebanon",923729,"M"
"616","Azerbaijan","Lesotho",120,"M"
"617","Azerbaijan","Latvia",21225743,"M"
"618","Azerbaijan","Lithuania",60399665,"M"
"619","Azerbaijan","Luxembourg",2408645,"M"
"620","Azerbaijan","China, Macao SAR",16288,"M"
"621","Azerbaijan","Madagascar",771211,"M"
"622","Azerbaijan","Malawi",98334,"M"
"623","Azerbaijan","Malaysia",76923065,"M"
"624","Azerbaijan","Mali",1679,"M"
"625","Azerbaijan","Malta",2209361,"M"
"626","Azerbaijan","Mauritania",26358,"M"
"627","Azerbaijan","Mauritius",115159,"M"
"628","Azerbaijan","Mexico",239129590,"M"
"629","Azerbaijan","Other Asia, nes",53615559,"M"
"630","Azerbaijan","Mongolia",2145470,"M"
"631","Azerbaijan","Rep. of Moldova",4978294,"M"
"632","Azerbaijan","Montenegro",1036328,"M"
"633","Azerbaijan","Morocco",8187501,"M"
"634","Azerbaijan","Mozambique",544,"M"
"635","Azerbaijan","Oman",384615,"M"
"636","Azerbaijan","Namibia",6865,"M"
"637","Azerbaijan","Nauru",114445,"M"
"638","Azerbaijan","Nepal",288751,"M"
"639","Azerbaijan","Netherlands",98774416,"M"
"640","Azerbaijan","Curacao",6439,"M"
"641","Azerbaijan","New Zealand",40687528,"M"
"642","Azerbaijan","Nicaragua",142722,"M"
"643","Azerbaijan","Niger",33940,"M"
"644","Azerbaijan","Nigeria",59306,"M"
"645","Azerbaijan","Niue",3251,"M"
"646","Azerbaijan","Norway",27061264,"M"
"647","Azerbaijan","Pakistan",21851453,"M"
"648","Azerbaijan","Panama",44,"M"
"649","Azerbaijan","Papua New Guinea",3111,"M"
"650","Azerbaijan","Paraguay",229354,"M"
"651","Azerbaijan","Peru",3121147,"M"
"652","Azerbaijan","Philippines",4601863,"M"
"653","Azerbaijan","Poland",153709139,"M"
"654","Azerbaijan","Portugal",15537723,"M"
"655","Azerbaijan","Qatar",1901752,"M"
"656","Azerbaijan","Romania",85900754,"M"
"657","Azerbaijan","Russian Federation",3620645657,"M"
"658","Azerbaijan","Rwanda",55803,"M"
"659","Azerbaijan","San Marino",302357,"M"
"660","Azerbaijan","Saudi Arabia",23860251,"M"
"661","Azerbaijan","Senegal",153,"M"
"662","Azerbaijan","Serbia",9056585,"M"
"663","Azerbaijan","Seychelles",18243,"M"
"664","Azerbaijan","Sierra Leone",9876,"M"
"665","Azerbaijan","India",223926949,"M"
"666","Azerbaijan","Singapore",38169964,"M"
"667","Azerbaijan","Slovakia",46068309,"M"
"668","Azerbaijan","Viet Nam",145144844,"M"
"669","Azerbaijan","Slovenia",21949610,"M"
"670","Azerbaijan","Somalia",960000,"M"
"671","Azerbaijan","South Africa",29798427,"M"
"672","Azerbaijan","Zimbabwe",424420,"M"
"673","Azerbaijan","Spain",146175945,"M"
"674","Azerbaijan","Sudan",56052,"M"
"675","Azerbaijan","Suriname",1478,"M"
"676","Azerbaijan","Eswatini",1832,"M"
"677","Azerbaijan","Sweden",43023918,"M"
"678","Azerbaijan","Switzerland",243983028,"M"
"679","Azerbaijan","Syria",691658,"M"
"680","Azerbaijan","Tajikistan",1240154,"M"
"681","Azerbaijan","Thailand",78398810,"M"
"682","Azerbaijan","Trinidad and Tobago",19711,"M"
"683","Azerbaijan","United Arab Emirates",39040895,"M"
"684","Azerbaijan","Tunisia",7453695,"M"
"685","Azerbaijan","Turkiye",2308320337,"M"
"686","Azerbaijan","Turkmenistan",303471314,"M"
"687","Azerbaijan","Uganda",23344,"M"
"688","Azerbaijan","Ukraine",282377704,"M"
"689","Azerbaijan","North Macedonia",1561718,"M"
"690","Azerbaijan","Egypt",40625460,"M"
"691","Azerbaijan","United Kingdom",272611937,"M"
"692","Azerbaijan","United Rep. of Tanzania",723105,"M"
"693","Azerbaijan","USA",1618425712,"M"
"694","Azerbaijan","Burkina Faso",343,"M"
"695","Azerbaijan","Uruguay",218291,"M"
"696","Azerbaijan","Uzbekistan",211588959,"M"
"697","Azerbaijan","Venezuela",2645,"M"
"698","Azerbaijan","Zambia",108,"M"
"699","Azerbaijan","Areas, nes",260,"M"
"700","Argentina","Afghanistan",5941,"M"
"701","Argentina","Albania",506908,"M"
"702","Argentina","Algeria",131233843,"M"
"703","Argentina","Andorra",1096,"M"
"704","Argentina","Angola",180,"M"
"705","Argentina","Azerbaijan",1390821,"M"
"706","Argentina","Argentina",43118700,"M"
"707","Argentina","Australia",394202909,"M"
"708","Argentina","Austria",219373971,"M"
"709","Argentina","Bahamas",3914,"M"
"710","Argentina","Bahrain",20553381,"M"
"711","Argentina","Bangladesh",25763311,"M"
"712","Argentina","Armenia",8640186,"M"
"713","Argentina","Barbados",52671,"M"
"714","Argentina","Belgium",384288629,"M"
"715","Argentina","Bhutan",270,"M"
"716","Argentina","Bolivia (Plurinational State of)",709421316,"M"
"717","Argentina","Bosnia Herzegovina",4415996,"M"
"718","Argentina","Botswana",387,"M"
"719","Argentina","Brazil",14334587568,"M"
"720","Argentina","Belize",13662,"M"
"721","Argentina","Solomon Isds",6,"M"
"722","Argentina","Brunei Darussalam",61174,"M"
"723","Argentina","Bulgaria",18602909,"M"
"724","Argentina","Myanmar",8095664,"M"
"725","Argentina","Burundi",1019,"M"
"726","Argentina","Belarus",1253074,"M"
"727","Argentina","Cambodia",39551956,"M"
"728","Argentina","Cameroon",87147,"M"
"729","Argentina","Canada",384340566,"M"
"730","Argentina","Central African Rep.",1101,"M"
"731","Argentina","Sri Lanka",11863629,"M"
"732","Argentina","Chile",727377194,"M"
"733","Argentina","China",11658191303,"M"
"734","Argentina","Colombia",318082193,"M"
"735","Argentina","Comoros",12379,"M"
"736","Argentina","Congo",10546,"M"
"737","Argentina","Dem. Rep. of the Congo",135,"M"
"738","Argentina","Costa Rica",24990763,"M"
"739","Argentina","Croatia",4284180,"M"
"740","Argentina","Cuba",3964004,"M"
"741","Argentina","Cyprus",602222,"M"
"742","Argentina","Czechia",181686888,"M"
"743","Argentina","Benin",620,"M"
"744","Argentina","Denmark",219077717,"M"
"745","Argentina","Dominica",7696,"M"
"746","Argentina","Dominican Rep.",5643068,"M"
"747","Argentina","Ecuador",357207952,"M"
"748","Argentina","El Salvador",4175007,"M"
"749","Argentina","Equatorial Guinea",9653,"M"
"750","Argentina","Ethiopia",145072,"M"
"751","Argentina","Estonia",8286662,"M"
"752","Argentina","Fiji",330,"M"
"753","Argentina","Finland",168143774,"M"
"754","Argentina","France",957547766,"M"
"755","Argentina","Gabon",417367,"M"
"756","Argentina","Georgia",997447,"M"
"757","Argentina","Gambia",6612,"M"
"758","Argentina","State of Palestine",22821,"M"
"759","Argentina","Germany",2651900080,"M"
"760","Argentina","Ghana",1126980,"M"
"761","Argentina","Gibraltar",329,"M"
"762","Argentina","Greece",26521286,"M"
"763","Argentina","Grenada",958965,"M"
"764","Argentina","Guatemala",4696306,"M"
"765","Argentina","Guinea",41,"M"
"766","Argentina","Guyana",345,"M"
"767","Argentina","Haiti",145015,"M"
"768","Argentina","Holy See (Vatican City State)",255,"M"
"769","Argentina","Honduras",2934898,"M"
"770","Argentina","China, Hong Kong SAR",9754945,"M"
"771","Argentina","Hungary",298343531,"M"
"772","Argentina","Iceland",1815462,"M"
"773","Argentina","Indonesia",314985403,"M"
"774","Argentina","Iran",988382,"M"
"775","Argentina","Iraq",14636,"M"
"776","Argentina","Ireland",360972315,"M"
"777","Argentina","Israel",138883631,"M"
"778","Argentina","Italy",1332901854,"M"
"779","Argentina","Cote d'Ivoire",1069039,"M"
"780","Argentina","Jamaica",25982,"M"
"781","Argentina","Japan",1245425773,"M"
"782","Argentina","Kazakhstan",4664917,"M"
"783","Argentina","Jordan",1746697,"M"
"784","Argentina","Kenya",869303,"M"
"785","Argentina","Rep. of Korea",511028965,"M"
"786","Argentina","Kuwait",10298219,"M"
"787","Argentina","Kyrgyzstan",459,"M"
"788","Argentina","Lao People's Dem. Rep.",15023610,"M"
"789","Argentina","Lebanon",149683,"M"
"790","Argentina","Lesotho",139,"M"
"791","Argentina","Latvia",4443329,"M"
"792","Argentina","Liberia",1830,"M"
"793","Argentina","Libya",5743049,"M"
"794","Argentina","Lithuania",65180640,"M"
"795","Argentina","Luxembourg",10036197,"M"
"796","Argentina","China, Macao SAR",174246,"M"
"797","Argentina","Madagascar",1662585,"M"
"798","Argentina","Malawi",97782,"M"
"799","Argentina","Malaysia",230362663,"M"
"800","Argentina","Mali",2297,"M"
"801","Argentina","Malta",1400008,"M"
"802","Argentina","Mauritania",8110,"M"
"803","Argentina","Mauritius",466404,"M"
"804","Argentina","Mexico",1424146379,"M"
"805","Argentina","Other Asia, nes",290813775,"M"
"806","Argentina","Mongolia",1137,"M"
"807","Argentina","Rep. of Moldova",455035,"M"
"808","Argentina","Montenegro",32489,"M"
"809","Argentina","Morocco",535432217,"M"
"810","Argentina","Mozambique",276853,"M"
"811","Argentina","Oman",14465874,"M"
"812","Argentina","Namibia",14104,"M"
"813","Argentina","Nauru",1133,"M"
"814","Argentina","Nepal",19449,"M"
"815","Argentina","Netherlands",380070357,"M"
"816","Argentina","New Zealand",23420281,"M"
"817","Argentina","Nicaragua",485943,"M"
"818","Argentina","Niger",182,"M"
"819","Argentina","Nigeria",142758835,"M"
"820","Argentina","Norway",57615186,"M"
"821","Argentina","N. Mariana Isds",537,"M"
"822","Argentina","Pakistan",49015928,"M"
"823","Argentina","Panama",352602,"M"
"824","Argentina","Papua New Guinea",8011,"M"
"825","Argentina","Paraguay",3314010798,"M"
"826","Argentina","Peru",236463744,"M"
"827","Argentina","Philippines",114276633,"M"
"828","Argentina","Poland",189478126,"M"
"829","Argentina","Portugal",84606567,"M"
"830","Argentina","Timor-Leste",371,"M"
"831","Argentina","Qatar",45613989,"M"
"832","Argentina","Romania",98756450,"M"
"833","Argentina","Russian Federation",122724722,"M"
"834","Argentina","Rwanda",1627,"M"
"835","Argentina","Saint Kitts and Nevis",2235,"M"
"836","Argentina","Saint Lucia",4310,"M"
"837","Argentina","San Marino",423186,"M"
"838","Argentina","Sao Tome and Principe",13,"M"
"839","Argentina","Saudi Arabia",93978624,"M"
"840","Argentina","Senegal",87615,"M"
"841","Argentina","Serbia",21370114,"M"
"842","Argentina","Seychelles",473,"M"
"843","Argentina","Sierra Leone",10878,"M"
"844","Argentina","India",1294969441,"M"
"845","Argentina","Singapore",109850304,"M"
"846","Argentina","Slovakia",51953390,"M"
"847","Argentina","Viet Nam",778278868,"M"
"848","Argentina","Slovenia",26912701,"M"
"849","Argentina","Somalia",819984,"M"
"850","Argentina","South Africa",151580013,"M"
"851","Argentina","Zimbabwe",518650,"M"
"852","Argentina","Spain",996102423,"M"
"853","Argentina","Sudan",319149,"M"
"854","Argentina","Suriname",177,"M"
"855","Argentina","Eswatini",51639,"M"
"856","Argentina","Sweden",231197134,"M"
"857","Argentina","Switzerland",571707049,"M"
"858","Argentina","Syria",58759,"M"
"859","Argentina","Thailand",1714947588,"M"
"860","Argentina","Trinidad and Tobago",78076243,"M"
"861","Argentina","United Arab Emirates",312562493,"M"
"862","Argentina","Tunisia",24119173,"M"
"863","Argentina","Turkiye",229885173,"M"
"864","Argentina","Turkmenistan",74750633,"M"
"865","Argentina","Uganda",34904,"M"
"866","Argentina","Ukraine",12414269,"M"
"867","Argentina","North Macedonia",3983954,"M"
"868","Argentina","Egypt",111578281,"M"
"869","Argentina","United Kingdom",495851976,"M"
"870","Argentina","United Rep. of Tanzania",20448,"M"
"871","Argentina","Free Zones",151790,"M"
"872","Argentina","USA",6224873054,"M"
"873","Argentina","Burkina Faso",6471,"M"
"874","Argentina","Uruguay",820235490,"M"
"875","Argentina","Uzbekistan",134376,"M"
"876","Argentina","Venezuela",5770598,"M"
"877","Argentina","Samoa",535,"M"
"878","Argentina","Areas, nes",571505682,"M"
"879","Australia","Afghanistan",1002584,"M"
"880","Australia","Albania",3002456,"M"
"881","Australia","Algeria",102214488,"M"
"882","Australia","American Samoa",5908312,"M"
"883","Australia","Angola",153763,"M"
"884","Australia","Antigua and Barbuda",125345,"M"
"885","Australia","Azerbaijan",35967442,"M"
"886","Australia","Argentina",594767074,"M"
"887","Australia","Australia",579588494,"M"
"888","Australia","Austria",1274118194,"M"
"889","Australia","Bahamas",874320,"M"
"890","Australia","Bahrain",111281631,"M"
"891","Australia","Bangladesh",1040822265,"M"
"892","Australia","Armenia",1900719,"M"
"893","Australia","Barbados",2639806,"M"
"894","Australia","Belgium",2174133574,"M"
"895","Australia","Bermuda",45269,"M"
"896","Australia","Bhutan",101848,"M"
"897","Australia","Bolivia (Plurinational State of)",54454962,"M"
"898","Australia","Bosnia Herzegovina",15854122,"M"
"899","Australia","Botswana",792243,"M"
"900","Australia","Brazil",1013763940,"M"
"901","Australia","Belize",1517365,"M"
"902","Australia","Solomon Isds",92544112,"M"
"903","Australia","Br. Virgin Isds",366148,"M"
"904","Australia","Brunei Darussalam",2287616421,"M"
"905","Australia","Bulgaria",99382234,"M"
"906","Australia","Myanmar",47847763,"M"
"907","Australia","Burundi",751456,"M"
"908","Australia","Belarus",281605,"M"
"909","Australia","Cambodia",623404424,"M"
"910","Australia","Cameroon",622535,"M"
"911","Australia","Canada",2602256117,"M"
"912","Australia","Cabo Verde",49308,"M"
"913","Australia","Cayman Isds",136428,"M"
"914","Australia","Central African Rep.",71836,"M"
"915","Australia","Sri Lanka",260758852,"M"
"916","Australia","Chad",10637,"M"
"917","Australia","Chile",293278272,"M"
"918","Australia","China",75698816774,"M"
"919","Australia","Christmas Isds",204073,"M"
"920","Australia","Cocos Isds",278263,"M"
"921","Australia","Colombia",108072037,"M"
"922","Australia","Comoros",35239,"M"
"923","Australia","Congo",96918,"M"
"924","Australia","Dem. Rep. of the Congo",149395,"M"
"925","Australia","Cook Isds",90123,"M"
"926","Australia","Costa Rica",178659104,"M"
"927","Australia","Croatia",53527781,"M"
"928","Australia","Cuba",9590724,"M"
"929","Australia","Cyprus",23488114,"M"
"930","Australia","Czechia",862914335,"M"
"931","Australia","Denmark",1335064894,"M"
"932","Australia","Dominica",96711,"M"
"933","Australia","Dominican Rep.",57393627,"M"
"934","Australia","Ecuador",28107333,"M"
"935","Australia","El Salvador",10931225,"M"
"936","Australia","Ethiopia",28030467,"M"
"937","Australia","Eritrea",13642,"M"
"938","Australia","Estonia",80113691,"M"
"939","Australia","Falkland Isds (Malvinas)",4650,"M"
"940","Australia","Fiji",153779551,"M"
"941","Australia","Finland",1020699242,"M"
"942","Australia","France",5262786482,"M"
"943","Australia","French Polynesia",932676,"M"
"944","Australia","Fr. South Antarctic Terr.",3535,"M"
"945","Australia","Djibouti",760116,"M"
"946","Australia","Gabon",19394988,"M"
"947","Australia","Georgia",5690541,"M"
"948","Australia","Gambia",8926,"M"
"949","Australia","Germany",12557559564,"M"
"950","Australia","Ghana",17059980,"M"
"951","Australia","Gibraltar",10366,"M"
"952","Australia","Kiribati",11648,"M"
"953","Australia","Greece",270486790,"M"
"954","Australia","Grenada",2657,"M"
"955","Australia","Guam",557292,"M"
"956","Australia","Guatemala",21356945,"M"
"957","Australia","Guinea",77399,"M"
"958","Australia","Guyana",437151,"M"
"959","Australia","Haiti",1507049,"M"
"960","Australia","Honduras",68929615,"M"
"961","Australia","China, Hong Kong SAR",394355755,"M"
"962","Australia","Hungary",692556757,"M"
"963","Australia","Iceland",12753745,"M"
"964","Australia","Indonesia",5652025613,"M"
"965","Australia","Iran",21796263,"M"
"966","Australia","Iraq",815663,"M"
"967","Australia","Ireland",1728572117,"M"
"968","Australia","Israel",510297308,"M"
"969","Australia","Italy",6495887479,"M"
"970","Australia","Cote d'Ivoire",24808292,"M"
"971","Australia","Jamaica",1256199,"M"
"972","Australia","Japan",17377116611,"M"
"973","Australia","Kazakhstan",36698734,"M"
"974","Australia","Jordan",91109098,"M"
"975","Australia","Kenya",38464186,"M"
"976","Australia","Rep. of Korea",16512502906,"M"
"977","Australia","Kuwait",1098462,"M"
"978","Australia","Kyrgyzstan",186263,"M"
"979","Australia","Lao People's Dem. Rep.",431147899,"M"
"980","Australia","Lebanon",18536402,"M"
"981","Australia","Lesotho",576232,"M"
"982","Australia","Latvia",59831920,"M"
"983","Australia","Liberia",62407601,"M"
"984","Australia","Libya",112999157,"M"
"985","Australia","Lithuania",188686206,"M"
"986","Australia","Luxembourg",24516300,"M"
"987","Australia","China, Macao SAR",2320130,"M"
"988","Australia","Madagascar",12722130,"M"
"989","Australia","Malawi",35332,"M"
"990","Australia","Malaysia",11857033968,"M"
"991","Australia","Maldives",64772,"M"
"992","Australia","Mali",217137467,"M"
"993","Australia","Malta",48001402,"M"
"994","Australia","Mauritania",115142039,"M"
"995","Australia","Mauritius",7679324,"M"
"996","Australia","Mexico",3331227914,"M"
"997","Australia","Other Asia, nes",6143686481,"M"
"998","Australia","Mongolia",827687,"M"
"999","Australia","Rep. of Moldova",4479653,"M"
"1000","Australia","Montenegro",364107,"M"
"1001","Australia","Montserrat",3471,"M"
"1002","Australia","Morocco",467084089,"M"
"1003","Australia","Mozambique",1049721,"M"
"1004","Australia","Oman",355631377,"M"
"1005","Australia","Namibia",10416830,"M"
"1006","Australia","Nauru",122257,"M"
"1007","Australia","Nepal",13026774,"M"
"1008","Australia","Oceania, nes",193864,"M"
"1009","Australia","Netherlands",2136473590,"M"
"1010","Australia","Curacao",193538,"M"
"1011","Australia","New Caledonia",17118396,"M"
"1012","Australia","Vanuatu",2909132,"M"
"1013","Australia","New Zealand",5118115810,"M"
"1014","Australia","Nicaragua",19133239,"M"
"1015","Australia","Niger",556087,"M"
"1016","Australia","Nigeria",133741850,"M"
"1017","Australia","Niue",26653,"M"
"1018","Australia","Norfolk Isds",69884,"M"
"1019","Australia","Norway",397354525,"M"
"1020","Australia","N. Mariana Isds",6564,"M"
"1021","Australia","FS Micronesia",189904,"M"
"1022","Australia","Marshall Isds",195951,"M"
"1023","Australia","Pakistan",320706793,"M"
"1024","Australia","Panama",8067412,"M"
"1025","Australia","Papua New Guinea",2688861781,"M"
"1026","Australia","Paraguay",7313906,"M"
"1027","Australia","Peru",113362708,"M"
"1028","Australia","Philippines",710685525,"M"
"1029","Australia","Pitcairn",139774,"M"
"1030","Australia","Poland",1303543593,"M"
"1031","Australia","Portugal",355401839,"M"
"1032","Australia","Guinea-Bissau",5387,"M"
"1033","Australia","Timor-Leste",1325988,"M"
"1034","Australia","Qatar",317794625,"M"
"1035","Australia","Romania",221936473,"M"
"1036","Australia","Russian Federation",2128979,"M"
"1037","Australia","Rwanda",1142259,"M"
"1038","Australia","Saint Helena",825211,"M"
"1039","Australia","Saint Kitts and Nevis",48715,"M"
"1040","Australia","Saint Lucia",345065,"M"
"1041","Australia","Saint Pierre and Miquelon",2258,"M"
"1042","Australia","Saint Vincent and the Grenadines",5777,"M"
"1043","Australia","Sao Tome and Principe",28157,"M"
"1044","Australia","Saudi Arabia",638216360,"M"
"1045","Australia","Senegal",202817021,"M"
"1046","Australia","Serbia",52012122,"M"
"1047","Australia","Seychelles",2593636,"M"
"1048","Australia","Sierra Leone",3289340,"M"
"1049","Australia","India",7834244001,"M"
"1050","Australia","Singapore",10165768716,"M"
"1051","Australia","Slovakia",512720537,"M"
"1052","Australia","Viet Nam",7872225778,"M"
"1053","Australia","Slovenia",174914359,"M"
"1054","Australia","Somalia",59818,"M"
"1055","Australia","South Africa",1459818189,"M"
"1056","Australia","Zimbabwe",380138,"M"
"1057","Australia","Spain",2522002525,"M"
"1058","Australia","South Sudan",5227,"M"
"1059","Australia","Sudan",102143,"M"
"1060","Australia","Western Sahara",2467,"M"
"1061","Australia","Suriname",239426,"M"
"1062","Australia","Eswatini",249162,"M"
"1063","Australia","Sweden",1932188291,"M"
