Reporting Economy,Year,Product/Sector,Value
Lao People's Democratic Republic,2019,Food,2222
Lao People's Democratic Republic,2019,Chemicals,792
Lao People's Democratic Republic,2019,Office and telecom equipment,702
Lao People's Democratic Republic,2019,Transport equipment,569
Lao People's Democratic Republic,2019,Automotive products,446
Lao People's Democratic Republic,2019,Other,1524
Lao People's Democratic Republic,2020,Manufactures,4189
Lao People's Democratic Republic,2020,Agricultural products,3047
Lao People's Democratic Republic,2020,Fuels and mining products,2406
Lao People's Democratic Republic,2020,Food,2387
Lao People's Democratic Republic,2020,Machinery and transport equipment,1868
Lao People's Democratic Republic,2020,Fuels,1544
Lao People's Democratic Republic,2020,Chemicals,679
Lao People's Democratic Republic,2020,Office and telecom equipment,523
Lao People's Democratic Republic,2020,Transport equipment,458
Lao People's Democratic Republic,2020,Automotive products,357
Lao People's Democratic Republic,2020,Other,1205
Lao People's Democratic Republic,2021,Manufactures,5124
Lao People's Democratic Republic,2021,Agricultural products,3403
Lao People's Democratic Republic,2021,Fuels and mining products,3279
Lao People's Democratic Republic,2021,Fuels,2488
Lao People's Democratic Republic,2021,Food,2421
Lao People's Democratic Republic,2021,Machinery and transport equipment,1970
Lao People's Democratic Republic,2021,Chemicals,792
Lao People's Democratic Republic,2021,Transport equipment,689
Lao People's Democratic Republic,2021,Automotive products,505
Lao People's Democratic Republic,2021,Office and telecom equipment,439
Lao People's Democratic Republic,2021,Other,1176
Lao People's Democratic Republic,2022,Manufactures,6460
Lao People's Democratic Republic,2022,Agricultural products,4523
Lao People's Democratic Republic,2022,Fuels and mining products,3608
Lao People's Democratic Republic,2022,Food,3099
Lao People's Democratic Republic,2022,Fuels,2848
Lao People's Democratic Republic,2022,Machinery and transport equipment,2374
Lao People's Democratic Republic,2022,Chemicals,1373
Lao People's Democratic Republic,2022,Transport equipment,657
Lao People's Democratic Republic,2022,Office and telecom equipment,621
Lao People's Democratic Republic,2022,Automotive products,468
Lao People's Democratic Republic,2022,Other,1507
Lao People's Democratic Republic,2023,Manufactures,7138
Lao People's Democratic Republic,2023,Agricultural products,4538
Lao People's Democratic Republic,2023,Fuels and mining products,3843
Lao People's Democratic Republic,2023,Food,3436
Lao People's Democratic Republic,2023,Fuels,2981
Lao People's Democratic Republic,2023,Machinery and transport equipment,2687
Lao People's Democratic Republic,2023,Chemicals,1822
Lao People's Democratic Republic,2023,Transport equipment,944
Lao People's Democratic Republic,2023,Automotive products,667
Lao People's Democratic Republic,2023,Office and telecom equipment,420
Lao People's Democratic Republic,2023,Other,1424
Latvia,2018,Manufactures,23246
Latvia,2018,Machinery and transport equipment,10434
Latvia,2018,Agricultural products,8641
Latvia,2018,Food,6205
Latvia,2018,Chemicals,3792
Latvia,2018,Fuels and mining products,3389
Latvia,2018,Transport equipment,3093
Latvia,2018,Fuels,2790
Latvia,2018,Office and telecom equipment,2765
Latvia,2018,Automotive products,2129
Latvia,2018,Other,6591
Latvia,2019,Manufactures,22209
Latvia,2019,Machinery and transport equipment,9589
Latvia,2019,Agricultural products,8972
Latvia,2019,Food,6650
Latvia,2019,Chemicals,3789
Latvia,2019,Transport equipment,3157
Latvia,2019,Fuels and mining products,2835
Latvia,2019,Office and telecom equipment,2729
Latvia,2019,Fuels,2346
Latvia,2019,Automotive products,1993
Latvia,2019,Other,6395
Latvia,2020,Manufactures,22319
Latvia,2020,Agricultural products,9499
Latvia,2020,Machinery and transport equipment,9465
Latvia,2020,Food,7185
Latvia,2020,Chemicals,3982
Latvia,2020,Office and telecom equipment,3384
Latvia,2020,Telecommunications equipment,2454
Latvia,2020,Transport equipment,2368
Latvia,2020,Fuels and mining products,2193
Latvia,2020,Fuels,1696
Latvia,2020,Other,6159
Latvia,2021,Manufactures,28602
Latvia,2021,Machinery and transport equipment,11604
Latvia,2021,Agricultural products,11260
Latvia,2021,Food,7634
Latvia,2021,Chemicals,5498
Latvia,2021,Fuels and mining products,4602
Latvia,2021,Fuels,3731
Latvia,2021,Office and telecom equipment,3631
Latvia,2021,Transport equipment,3400
Latvia,2021,Telecommunications equipment,2354
Latvia,2021,Other,8349
Latvia,2022,Manufactures,30020
Latvia,2022,Agricultural products,13117
Latvia,2022,Machinery and transport equipment,12521
Latvia,2022,Fuels and mining products,9483
Latvia,2022,Food,9424
Latvia,2022,Fuels,8688
Latvia,2022,Chemicals,6071
Latvia,2022,Transport equipment,3704
Latvia,2022,Office and telecom equipment,3506
Latvia,2022,Automotive products,2415
Latvia,2022,Other,7862
Latvia,2023,Manufactures,30126
Latvia,2023,Machinery and transport equipment,13528
Latvia,2023,Agricultural products,13171
Latvia,2023,Food,10428
Latvia,2023,Chemicals,5645
Latvia,2023,Fuels and mining products,5473
Latvia,2023,Fuels,4625
Latvia,2023,Transport equipment,4511
Latvia,2023,Office and telecom equipment,3482
Latvia,2023,Automotive products,2944
Latvia,2023,Other,7801
Lebanese Republic,2018,Manufactures,12889
Lebanese Republic,2018,Fuels and mining products,4730
Lebanese Republic,2018,Machinery and transport equipment,4362
Lebanese Republic,2018,Agricultural products,4301
Lebanese Republic,2018,Fuels,4093
Lebanese Republic,2018,Food,4069
Lebanese Republic,2018,Chemicals,3183
Lebanese Republic,2018,Transport equipment,1857
Lebanese Republic,2018,Automotive products,1610
Lebanese Republic,2018,Pharmaceuticals,1392
Lebanese Republic,2018,Other,2844
Lebanese Republic,2019,Manufactures,10415
Lebanese Republic,2019,Fuels and mining products,7042
Lebanese Republic,2019,Fuels,6588
Lebanese Republic,2019,Agricultural products,3864
Lebanese Republic,2019,Food,3679
Lebanese Republic,2019,Machinery and transport equipment,3288
Lebanese Republic,2019,Chemicals,2855
Lebanese Republic,2019,Transport equipment,1353
Lebanese Republic,2019,Pharmaceuticals,1303
Lebanese Republic,2019,Automotive products,1115
Lebanese Republic,2019,Other,2206
Lebanese Republic,2020,Manufactures,6762
Lebanese Republic,2020,Fuels and mining products,3624
Lebanese Republic,2020,Fuels,3239
Lebanese Republic,2020,Agricultural products,3066
Lebanese Republic,2020,Food,2954
Lebanese Republic,2020,Chemicals,2331
Lebanese Republic,2020,Machinery and transport equipment,1899
Lebanese Republic,2020,Pharmaceuticals,1236
Lebanese Republic,2020,Transport equipment,696
Lebanese Republic,2020,Automotive products,499
Lebanese Republic,2020,Other,1029
Lebanese Republic,2021,Manufactures,8907
Lebanese Republic,2021,Fuels and mining products,4565
Lebanese Republic,2021,Fuels,3940
Lebanese Republic,2021,Agricultural products,3445
Lebanese Republic,2021,Food,3292
Lebanese Republic,2021,Machinery and transport equipment,2943
Lebanese Republic,2021,Chemicals,2211
Lebanese Republic,2021,Transport equipment,1496
Lebanese Republic,2021,Automotive products,1280
Lebanese Republic,2021,Pharmaceuticals,946
Lebanese Republic,2021,Other,1627
Lebanese Republic,2022,Manufactures,11852
Lebanese Republic,2022,Fuels and mining products,6476
Lebanese Republic,2022,Fuels,5796
Lebanese Republic,2022,Machinery and transport equipment,5134
Lebanese Republic,2022,Agricultural products,3725
Lebanese Republic,2022,Food,3500
Lebanese Republic,2022,Transport equipment,2418
Lebanese Republic,2022,Chemicals,2267
Lebanese Republic,2022,Automotive products,2020
Lebanese Republic,2022,Office and telecom equipment,1021
Lebanese Republic,2022,Other,2656
Lebanese Republic,2023,Manufactures,10403
Lebanese Republic,2023,Fuels and mining products,5904
Lebanese Republic,2023,Fuels,5323
Lebanese Republic,2023,Machinery and transport equipment,4380
Lebanese Republic,2023,Agricultural products,3843
Lebanese Republic,2023,Food,3638
Lebanese Republic,2023,Transport equipment,2142
Lebanese Republic,2023,Chemicals,1977
Lebanese Republic,2023,Automotive products,1806
Lebanese Republic,2023,Pharmaceuticals,670
Lebanese Republic,2023,Other,2261
Lesotho,2018,Manufactures,1818
Lesotho,2018,Clothing,538
Lesotho,2018,Agricultural products,455
Lesotho,2018,Machinery and transport equipment,433
Lesotho,2018,Food,398
Lesotho,2018,Textiles,299
Lesotho,2018,Fuels and mining products,233
Lesotho,2018,Fuels,217
Lesotho,2018,Transport equipment,135
Lesotho,2018,Automotive products,127
Lesotho,2018,Other,334
Lesotho,2019,Manufactures,1813
Lesotho,2019,Clothing,532
Lesotho,2019,Agricultural products,459
Lesotho,2019,Machinery and transport equipment,407
Lesotho,2019,Food,390
Lesotho,2019,Textiles,303
Lesotho,2019,Fuels and mining products,210
Lesotho,2019,Fuels,204
Lesotho,2019,Chemicals,127
Lesotho,2019,Transport equipment,116
Lesotho,2019,Other,309
Lesotho,2020,Manufactures,1528
Lesotho,2020,Agricultural products,437
Lesotho,2020,Clothing,389
Lesotho,2020,Food,365
Lesotho,2020,Machinery and transport equipment,272
Lesotho,2020,Textiles,230
Lesotho,2020,Fuels and mining products,151
Lesotho,2020,Fuels,143
Lesotho,2020,Chemicals,126
Lesotho,2020,Transport equipment,73
Lesotho,2020,Other,218
Lesotho,2021,Manufactures,1825
Lesotho,2021,Agricultural products,540
Lesotho,2021,Clothing,525
Lesotho,2021,Food,453
Lesotho,2021,Machinery and transport equipment,360
Lesotho,2021,Textiles,327
Lesotho,2021,Fuels and mining products,235
Lesotho,2021,Fuels,226
Lesotho,2021,Chemicals,137
Lesotho,2021,Transport equipment,101
Lesotho,2021,Other,278
Lesotho,2022,Manufactures,1692
Lesotho,2022,Agricultural products,733
Lesotho,2022,Food,574
Lesotho,2022,Clothing,453
Lesotho,2022,Machinery and transport equipment,342
Lesotho,2022,Fuels and mining products,323
Lesotho,2022,Fuels,314
Lesotho,2022,Textiles,296
Lesotho,2022,Chemicals,144
Lesotho,2022,Transport equipment,86
Lesotho,2022,Other,251
Lesotho,2023,Manufactures,1655
Lesotho,2023,Agricultural products,588
Lesotho,2023,Food,502
Lesotho,2023,Machinery and transport equipment,433
Lesotho,2023,Clothing,358
Lesotho,2023,Fuels and mining products,300
Lesotho,2023,Fuels,291
Lesotho,2023,Textiles,226
Lesotho,2023,Chemicals,130
Lesotho,2023,Transport equipment,123
Lesotho,2023,Other,230
Liberia,2018,Fuels and mining products,542
Liberia,2018,Fuels,510
Liberia,2018,Agricultural products,461
Liberia,2018,Food,357
Liberia,2018,Manufactures,297
Liberia,2018,Chemicals,114
Liberia,2018,Machinery and transport equipment,102
Liberia,2018,Iron and steel,56
Liberia,2018,Office and telecom equipment,38
Liberia,2018,Transport equipment,32
Liberia,2018,Other,104
Liberia,2019,Agricultural products,478
Liberia,2019,Manufactures,417
Liberia,2019,Food,363
Liberia,2019,Fuels and mining products,347
Liberia,2019,Fuels,256
Liberia,2019,Machinery and transport equipment,234
Liberia,2019,Chemicals,122
Liberia,2019,Transport equipment,91
Liberia,2019,Automotive products,75
Liberia,2019,Iron and steel,42
Liberia,2019,Other,84
Liberia,2020,Fuels and mining products,495
Liberia,2020,Agricultural products,428
Liberia,2020,Manufactures,371
Liberia,2020,Food,320
Liberia,2020,Fuels,306
Liberia,2020,Machinery and transport equipment,189
Liberia,2020,Chemicals,128
Liberia,2020,Transport equipment,89
Liberia,2020,Automotive products,73
Liberia,2020,Pharmaceuticals,40
Liberia,2020,Other,80
Liberia,2021,Agricultural products,638
Liberia,2021,Manufactures,529
Liberia,2021,Food,481
Liberia,2021,Fuels and mining products,342
Liberia,2021,Fuels,327
Liberia,2021,Machinery and transport equipment,261
Liberia,2021,Chemicals,191
Liberia,2021,Transport equipment,176
Liberia,2021,Automotive products,143
Liberia,2021,Pharmaceuticals,65
Liberia,2021,Other,120
Liberia,2022,Agricultural products,684
Liberia,2022,Fuels and mining products,627
Liberia,2022,Fuels,609
Liberia,2022,Food,503
Liberia,2022,Manufactures,417
Liberia,2022,Machinery and transport equipment,203
Liberia,2022,Transport equipment,162
Liberia,2022,Automotive products,152
Liberia,2022,Chemicals,140
Liberia,2022,Iron and steel,55
Liberia,2022,Other,130
Liberia,2023,Fuels and mining products,706
Liberia,2023,Fuels,690
Liberia,2023,Manufactures,688
Liberia,2023,Agricultural products,671
Liberia,2023,Food,538
Liberia,2023,Machinery and transport equipment,473
Liberia,2023,Transport equipment,246
Liberia,2023,Automotive products,215
Liberia,2023,Chemicals,121
Liberia,2023,Iron and steel,62
Liberia,2023,Other,151
Libya,2018,Fuels and mining products,31236
Libya,2018,Fuels,30860
Libya,2018,Manufactures,7747
Libya,2018,Agricultural products,3647
Libya,2018,Food,3587
Libya,2018,Machinery and transport equipment,3214
Libya,2018,Chemicals,1342
Libya,2018,Office and telecom equipment,1108
Libya,2018,Telecommunications equipment,986
Libya,2018,Transport equipment,847
Libya,2018,Other,2567
Libya,2019,Fuels and mining products,30185
Libya,2019,Fuels,29706
Libya,2019,Manufactures,9507
Libya,2019,Machinery and transport equipment,4177
Libya,2019,Agricultural products,3491
Libya,2019,Food,3414
Libya,2019,Transport equipment,1537
Libya,2019,Automotive products,1445
Libya,2019,Chemicals,1310
Libya,2019,Office and telecom equipment,918
Libya,2019,Other,2687
Libya,2020,Fuels and mining products,7648
Libya,2020,Fuels,7529
Libya,2020,Manufactures,6729
Libya,2020,Agricultural products,2703
Libya,2020,Food,2640
Libya,2020,Machinery and transport equipment,2424
Libya,2020,Chemicals,1040
Libya,2020,Transport equipment,841
Libya,2020,Automotive products,756
Libya,2020,Clothing,492
Libya,2020,Other,1478
Libya,2021,Fuels and mining products,30744
Libya,2021,Fuels,30334
Libya,2021,Manufactures,8992
Libya,2021,Agricultural products,3333
Libya,2021,Machinery and transport equipment,3269
Libya,2021,Food,3244
Libya,2021,Chemicals,1595
Libya,2021,Transport equipment,1046
Libya,2021,Automotive products,975
Libya,2021,Clothing,482
Libya,2021,Other,1769
Libya,2022,Fuels and mining products,38630
Libya,2022,Fuels,38171
Libya,2022,Manufactures,8382
Libya,2022,Agricultural products,3312
Libya,2022,Food,3225
Libya,2022,Machinery and transport equipment,2828
Libya,2022,Chemicals,1569
Libya,2022,Transport equipment,926
Libya,2022,Automotive products,819
Libya,2022,Clothing,498
Libya,2022,Other,1623
Libya,2023,Fuels and mining products,27832
Libya,2023,Fuels,27385
Libya,2023,Manufactures,6675
Libya,2023,Machinery and transport equipment,2376
Libya,2023,Agricultural products,2312
Libya,2023,Food,2246
Libya,2023,Chemicals,1069
Libya,2023,Transport equipment,814
Libya,2023,Automotive products,740
Libya,2023,Iron and steel,357
Libya,2023,Other,1250
Lithuania,2018,Manufactures,43722
Lithuania,2018,Machinery and transport equipment,16783
Lithuania,2018,Fuels and mining products,13575
Lithuania,2018,Fuels,12202
Lithuania,2018,Agricultural products,11715
Lithuania,2018,Chemicals,10476
Lithuania,2018,Food,9771
Lithuania,2018,Transport equipment,5110
Lithuania,2018,Automotive products,3930
Lithuania,2018,Office and telecom equipment,2891
Lithuania,2018,Other,9162
Lithuania,2019,Manufactures,43767
Lithuania,2019,Machinery and transport equipment,16986
Lithuania,2019,Fuels and mining products,12354
Lithuania,2019,Agricultural products,12018
Lithuania,2019,Fuels,10973
Lithuania,2019,Chemicals,10543
Lithuania,2019,Food,10124
Lithuania,2019,Transport equipment,5575
Lithuania,2019,Automotive products,4331
Lithuania,2019,Office and telecom equipment,2906
Lithuania,2019,Other,9102
Lithuania,2020,Manufactures,44375
Lithuania,2020,Machinery and transport equipment,16404
Lithuania,2020,Agricultural products,12944
Lithuania,2020,Chemicals,11308
Lithuania,2020,Food,11100
Lithuania,2020,Fuels and mining products,7516
Lithuania,2020,Fuels,6058
Lithuania,2020,Transport equipment,4568
Lithuania,2020,Automotive products,3450
Lithuania,2020,Office and telecom equipment,3275
Lithuania,2020,Other,9699
Lithuania,2021,Manufactures,56247
Lithuania,2021,Machinery and transport equipment,20094
Lithuania,2021,Chemicals,15318
Lithuania,2021,Agricultural products,14289
Lithuania,2021,Fuels and mining products,13791
Lithuania,2021,Food,11789
Lithuania,2021,Fuels,11430
Lithuania,2021,Transport equipment,6284
Lithuania,2021,Automotive products,4786
Lithuania,2021,Office and telecom equipment,3893
Lithuania,2021,Other,11700
Lithuania,2022,Manufactures,58912
Lithuania,2022,Fuels and mining products,25426
Lithuania,2022,Fuels,23540
Lithuania,2022,Machinery and transport equipment,21392
Lithuania,2022,Agricultural products,16371
Lithuania,2022,Chemicals,16008
Lithuania,2022,Food,13731
Lithuania,2022,Transport equipment,7585
Lithuania,2022,Automotive products,5945
Lithuania,2022,Office and telecom equipment,4153
Lithuania,2022,Other,12049
Lithuania,2023,Manufactures,56313
Lithuania,2023,Machinery and transport equipment,23053
Lithuania,2023,Fuels and mining products,17424
Lithuania,2023,Agricultural products,16314
Lithuania,2023,Fuels,15988
Lithuania,2023,Food,14265
Lithuania,2023,Chemicals,13216
Lithuania,2023,Transport equipment,8726
